position,artist,track,album,duration,date
1,Fuerza Regida,TU SANCHO,111XPANTIA,178,2025-06-06
2,"W Sound,La Plena","W Sound 05 (w/ Beéle, Ovy On The Drums)",La Plena (W Sound 05),150,2025-06-06
3,Chappell Roan,Pink Pony Club,The Rise and Fall of a Midwest Princess,258,2025-06-06
4,MOLIY,"Shake It To The Max (FLY) - Remix (w/ Silent Addy, Skillibeng, Shenseea)",,0,2025-06-06
5,Ravyn Lenae,Love Me Not,Love Me Not / Love Is Blind,213,2025-06-06
6,The Goo Goo Dolls,Iris,Dizzy up the Girl,289,2025-06-06
7,Jin,Don’t Say You Love Me,Echo,180,2025-06-06
8,Alex Warren,Ordinary,Ordinary,186,2025-06-06
9,KAROL G,Si Antes Te Hubiera Conocido,Si Antes Te Hubiera Conocido,195,2025-06-06
10,Gracie Abrams,That’s So True,The Secret of Us (Deluxe),166,2025-06-06
11,NIKI,You'll Be in My Heart - Spotify Singles,,0,2025-06-06
12,Billie Eilish,BIRDS OF A FEATHER,HIT ME HARD AND SOFT,210,2025-06-06
13,Teddy Swims,Lose Control,I've Tried Everything But Therapy (Part 1),210,2025-06-06
14,Bad Bunny,BAILE INoLVIDABLE,DeBÍ TiRAR MáS FOToS,367,2025-06-06
15,ROSÉ,APT. (w/ Bruno Mars),24K Magic,281,2025-06-06
16,Benson Boone,Mystical Magical,Mystical Magical,165,2025-06-06
17,Sabrina Carpenter,Manchild,Manchild,213,2025-06-06
18,sombr,back to friends,back to friends,199,2025-06-06
19,Lady Gaga,Die With A Smile (w/ Bruno Mars),24K Magic,281,2025-06-06
20,sombr,undressed,undressed,182,2025-06-06
